#Easting Northing Elev. Mass/Area  [-4->-3) [-3->-2) [-2->-1) [-1->0) [0->1) [1->2) [2->3) [3->4) 
560290 1388190 350 8.6e-91  0 1.7e-199 4.1e-153 3.8e-105 2.2e-74 2.1e-67 3.4e-40 1e+02 
560290 1389690 350 2.8e-91  0 9.7e-204 4.4e-156 1.4e-106 1.1e-74 3.2e-67 9.3e-41 1e+02 
560290 1391190 350 6.2e-92  0 4.2e-209 7e-160 1.7e-108 3.1e-75 4.2e-67 1.8e-41 1e+02 
560290 1392690 350 9.8e-93  0 1.4e-215 1.7e-164 6.9e-111 5.3e-76 4.6e-67 2.5e-42 1e+02 
560290 1394190 350 1.1e-93  0 3.4e-223 6e-170 9.4e-114 5.6e-77 4.5e-67 2.7e-43 1e+02 
560290 1395690 350 8.5e-95  0 0 3.3e-176 4.2e-117 3.5e-78 3.8e-67 2.1e-44 1e+02 
560290 1397190 350 4.7e-96  0 0 2.6e-183 6.3e-121 1.3e-79 2.9e-67 1.4e-45 1e+02 
560290 1398690 350 1.8e-97  0 0 3.2e-191 3.1e-125 3.1e-81 2.1e-67 7.4e-47 1e+02 
560290 1400190 350 4.9e-99  0 0 5.8e-200 5.1e-130 4.3e-83 1.3e-67 3.4e-48 1e+02 
560290 1401690 350 9.4e-101  0 0 1.6e-209 2.8e-135 3.6e-85 8e-68 1.4e-49 1e+02 
560290 1403190 350 1.3e-102  0 0 3.9e-220 5e-141 1.8e-87 4.4e-68 5.3e-51 1e+02 
560290 1404690 350 1.2e-104  0 0 0 3e-147 5.3e-90 2.2e-68 2e-52 1e+02 
560290 1406190 350 8.2e-107  0 0 0 5.9e-154 9.6e-93 9.9e-69 8.3e-54 1e+02 
560290 1407690 350 4e-109  0 0 0 3.8e-161 1e-95 4e-69 3.9e-55 1e+02 
560290 1409190 350 1.4e-111  0 0 0 8e-169 6.4e-99 1.4e-69 2.1e-56 1e+02 
560290 1410690 350 3.5e-114  0 0 0 5.4e-177 2.4e-102 4.3e-70 1.4e-57 1e+02 
560290 1412190 350 6.6e-117  0 0 0 1.1e-185 5e-106 1.1e-70 1.1e-58 1e+02 
560290 1413690 350 9.2e-120  0 0 0 7.6e-195 6e-110 2.4e-71 1e-59 1e+02 
560290 1415190 350 1e-122  0 0 0 0 3.9e-114 4.1e-72 1.1e-60 1e+02 
560290 1416690 350 8.6e-126  0 0 0 0 1.4e-118 5.4e-73 1.5e-61 1e+02 
560290 1418190 350 6.1e-129  0 0 0 0 2.5e-123 5.5e-74 2.3e-62 1e+02 
560290 1419690 350 3.7e-132  0 0 0 0 2.2e-128 4e-75 4.9e-63 1e+02 
560290 1421190 350 1.9e-135  0 0 0 0 9.8e-134 2.1e-76 1.9e-63 1e+02 
560290 1422690 350 8.7e-139  0 0 0 0 2.1e-139 7.7e-78 2.2e-63 1e+02 
560290 1424190 350 3.5e-142  0 0 0 0 2.1e-145 2e-79 5e-63 1e+02 
560290 1425690 350 1.3e-145  0 0 0 0 1.1e-151 3.5e-81 1.3e-62 1e+02 
560290 1427190 350 4e-149  0 0 0 0 2.4e-158 4.3e-83 3.2e-62 1e+02 
560290 1428690 350 1.2e-152  0 0 0 0 2.7e-165 3.6e-85 7.2e-62 1e+02 
560290 1430190 350 3e-156  0 0 0 0 0 2.1e-87 1.4e-61 1e+02 
560290 1431690 350 7e-160  0 0 0 0 0 8e-90 2.3e-61 1e+02 
561790 1332690 350 2e-183  0 0 0 0 0 1.8e-130 2.1e-98 1e+02 
561790 1334190 350 8.8e-179  0 0 0 0 0 2.2e-127 5.2e-98 1e+02 
561790 1335690 350 3.3e-174  0 0 0 0 0 1.9e-124 1.1e-97 1e+02 
561790 1337190 350 1.1e-169  0 0 0 0 0 1.2e-121 2.2e-97 1e+02 
561790 1338690 350 2.8e-165  0 0 0 0 0 5.9e-119 4.1e-97 1e+02 
561790 1340190 350 6.1e-161  0 0 0 0 0 2.1e-116 7.2e-97 1e+02 
561790 1341690 350 1.1e-156  0 0 0 0 0 5.6e-114 2.5e-96 1e+02 
561790 1343190 350 1.5e-152  0 0 0 0 0 1.2e-111 1.9e-94 1e+02 
561790 1344690 350 1.6e-148  0 0 0 0 7.1e-167 2e-109 3.1e-92 1e+02 
561790 1346190 350 1.2e-144  0 0 0 0 9.1e-161 2.9e-107 6.1e-90 1e+02 
561790 1347690 350 7.3e-141  0 0 0 0 6.7e-155 3.4e-105 1.4e-87 1e+02 
561790 1349190 350 3.1e-137  0 0 0 0 2.9e-149 3.4e-103 3.7e-85 1e+02 
561790 1350690 350 9.4e-134  0 0 0 0 7.4e-144 2.9e-101 1.2e-82 1e+02 
561790 1352190 350 2e-130  0 0 0 0 1.1e-138 2.1e-99 4.1e-80 1e+02 
561790 1353690 350 3.2e-127  0 0 0 0 1e-133 1.4e-97 1.6e-77 1e+02 
561790 1355190 350 3.5e-124  0 0 0 0 5.5e-129 7.8e-96 6.4e-75 1e+02 
561790 1356690 350 2.7e-121  0 0 0 5.4e-196 1.8e-124 3.9e-94 2.6e-72 1e+02 
561790 1358190 350 1.5e-118  0 0 0 2.1e-187 3.5e-120 1.7e-92 9.3e-70 1e+02 
561790 1359690 350 5.6e-116  0 0 0 2.7e-179 4.2e-116 6.8e-91 3e-67 1e+02 
561790 1361190 350 1.5e-113  0 0 0 1.2e-171 3e-112 2.4e-89 8.2e-65 1e+02 
561790 1362690 350 2.9e-111  0 0 0 1.7e-164 1.3e-108 7.6e-88 1.9e-62 1e+02 
561790 1364190 350 3.8e-109  0 0 0 8.3e-158 3.3e-105 2.2e-86 3.4e-60 1e+02 
561790 1365690 350 3.6e-107  0 0 0 1.3e-151 5.2e-102 5.7e-85 4.8e-58 1e+02 
561790 1367190 350 2.4e-105  0 0 9.7e-215 7e-146 4.9e-99 1.4e-83 5.3e-56 1e+02 
561790 1368690 350 1.1e-103  0 0 3.4e-206 1.2e-140 2.8e-96 2.9e-82 4.3e-54 1e+02 
561790 1370190 350 3.5e-102  0 0 1.8e-198 7.3e-136 9.7e-94 5.6e-81 2.6e-52 1e+02 
561790 1371690 350 8e-101  0 0 1.4e-191 1.4e-131 2e-91 9.6e-80 1.1e-50 1e+02 
561790 1373190 350 1.3e-99  0 0 1.7e-185 9.4e-128 2.5e-89 1.4e-78 3.1e-49 1e+02 
561790 1374690 350 1.4e-98  0 0 3.1e-180 2e-124 1.9e-87 1.9e-77 6.2e-48 1e+02 
561790 1376190 350 1.1e-97  0 0 8.3e-176 1.5e-121 8.8e-86 2.1e-76 8.3e-47 1e+02 
561790 1377690 350 6.2e-97  0 2.9e-223 3.4e-172 3.6e-119 2.4e-84 1.9e-75 7.3e-46 1e+02 
561790 1379190 350 2.4e-96  0 1.1e-219 2.1e-169 2.9e-117 4e-83 1.5e-74 4.1e-45 1e+02 
561790 1380690 350 6.5e-96  0 3e-217 1.9e-167 7.7e-116 4e-82 9.1e-74 1.5e-44 1e+02 
561790 1382190 350 1.2e-95  0 6.6e-216 2.6e-166 6.9e-115 2.4e-81 4.5e-73 3.6e-44 1e+02 
561790 1383690 350 1.6e-95  0 1.1e-215 5.4e-166 2e-114 8.9e-81 1.8e-72 5.6e-44 1e+02 
561790 1385190 350 1.5e-95  0 1.4e-216 1.7e-166 2e-114 1.9e-80 5.9e-72 5.7e-44 1e+02 
561790 1386690 350 1e-95  0 1.3e-218 7.9e-168 6.7e-115 2.6e-80 1.5e-71 3.8e-44 1e+02 
561790 1388190 350 4.6e-96  0 9.9e-222 5.6e-170 7.3e-116 2e-80 3.3e-71 1.8e-44 1e+02 
561790 1389690 350 1.5e-96  0 6.7e-226 5.9e-173 2.7e-117 9.8e-81 6e-71 5.5e-45 1e+02 
561790 1391190 350 3.3e-97  0 0 9.4e-177 3.3e-119 2.8e-81 9e-71 1.2e-45 1e+02 
561790 1392690 350 5.3e-98  0 0 2.2e-181 1.3e-121 5e-82 1.2e-70 2e-46 1e+02 
561790 1394190 350 5.8e-99  0 0 8e-187 1.8e-124 5.2e-83 1.3e-70 2.5e-47 1e+02 
561790 1395690 350 4.6e-100  0 0 4.3e-193 8e-128 3.3e-84 1.3e-70 2.4e-48 1e+02 
561790 1397190 350 2.5e-101  0 0 3.5e-200 1.2e-131 1.3e-85 1.2e-70 1.9e-49 1e+02 
561790 1398690 350 9.7e-103  0 0 4.2e-208 5.9e-136 2.9e-87 9.5e-71 1.2e-50 1e+02 
561790 1400190 350 2.7e-104  0 0 7.6e-217 9.7e-141 4e-89 6.9e-71 6.6e-52 1e+02 
561790 1401690 350 5.1e-106  0 0 0 5.3e-146 3.3e-91 4.6e-71 3.3e-53 1e+02 
561790 1403190 350 6.9e-108  0 0 0 9.5e-152 1.7e-93 2.7e-71 1.6e-54 1e+02 
561790 1404690 350 6.7e-110  0 0 0 5.6e-158 5e-96 1.4e-71 7.6e-56 1e+02 
561790 1406190 350 4.5e-112  0 0 0 1.1e-164 8.9e-99 6.8e-72 4e-57 1e+02 
561790 1407690 350 2.2e-114  0 0 0 7e-172 9.4e-102 2.8e-72 2.3e-58 1e+02 
561790 1409190 350 7.8e-117  0 0 0 1.5e-179 5.9e-105 1e-72 1.6e-59 1e+02 
561790 1410690 350 2e-119  0 0 0 9.6e-188 2.1e-108 3.1e-73 1.3e-60 1e+02 
561790 1412190 350 3.9e-122  0 0 0 2e-196 4.4e-112 8e-74 1.3e-61 1e+02 
561790 1413690 350 5.6e-125  0 0 0 0 5.1e-116 1.7e-74 1.4e-62 1e+02 
561790 1415190 350 6.3e-128  0 0 0 0 3.2e-120 2.8e-75 1.9e-63 1e+02 
561790 1416690 350 5.6e-131  0 0 0 0 1.1e-124 3.6e-76 2.9e-64 1e+02 
561790 1418190 350 4.2e-134  0 0 0 0 1.9e-129 3.5e-77 5.5e-65 1e+02 
561790 1419690 350 2.7e-137  0 0 0 0 1.6e-134 2.4e-78 1.6e-65 1e+02 
561790 1421190 350 1.5e-140  0 0 0 0 6.7e-140 1.2e-79 1.3e-65 1e+02 
561790 1422690 350 7e-144  0 0 0 0 1.4e-145 4.2e-81 2.6e-65 1e+02 
561790 1424190 350 2.9e-147  0 0 0 0 1.3e-151 1e-82 7.4e-65 1e+02 
561790 1425690 350 1.1e-150  0 0 0 0 6.3e-158 1.8e-84 2.1e-64 1e+02 
561790 1427190 350 3.6e-154  0 0 0 0 1.4e-164 2.1e-86 5.3e-64 1e+02 
561790 1428690 350 1.1e-157  0 0 0 0 0 1.7e-88 1.2e-63 1e+02 
561790 1430190 350 2.9e-161  0 0 0 0 0 9.5e-91 2.3e-63 1e+02 
561790 1431690 350 6.9e-165  0 0 0 0 0 3.6e-93 3.7e-63 1e+02 
563290 1332690 350 1.2e-188  0 0 0 0 0 8.5e-134 4.3e-100 1e+02 
563290 1334190 350 5e-184  0 0 0 0 0 1.1e-130 1.1e-99 1e+02 
563290 1335690 350 1.8e-179  0 0 0 0 0 9.9e-128 2.4e-99 1e+02 
563290 1337190 350 5.4e-175  0 0 0 0 0 6.6e-125 4.9e-99 1e+02 
563290 1338690 350 1.4e-170  0 0 0 0 0 3.3e-122 9.2e-99 1e+02 
563290 1340190 350 2.9e-166  0 0 0 0 0 1.2e-119 1.6e-98 1e+02 
563290 1341690 350 4.8e-162  0 0 0 0 0 3.4e-117 2.9e-98 1e+02 
563290 1343190 350 6.4e-158  0 0 0 0 0 7.5e-115 3.2e-97 1e+02 
563290 1344690 350 6.5e-154  0 0 0 0 0 1.3e-112 3.8e-95 1e+02 
563290 1346190 350 5.1e-150  0 0 0 0 4.9e-167 1.9e-110 6.1e-93 1e+02 
563290 1347690 350 2.9e-146  0 0 0 0 3.7e-161 2.3e-108 1.1e-90 1e+02 
563290 1349190 350 1.2e-142  0 0 0 0 1.6e-155 2.3e-106 2.5e-88 1e+02 
563290 1350690 350 3.7e-139  0 0 0 0 4.2e-150 1.9e-104 6.1e-86 1e+02 
563290 1352190 350 7.9e-136  0 0 0 0 6.4e-145 1.4e-102 1.7e-83 1e+02 
563290 1353690 350 1.2e-132  0 0 0 0 5.8e-140 9.3e-101 5.2e-81 1e+02 
563290 1355190 350 1.3e-129  0 0 0 0 3.2e-135 5.2e-99 1.7e-78 1e+02 
563290 1356690 350 1e-126  0 0 0 0 1e-130 2.6e-97 5.4e-76 1e+02 
563290 1358190 350 5.6e-124  0 0 0 8.9e-199 2e-126 1.1e-95 1.7e-73 1e+02 
563290 1359690 350 2.1e-121  0 0 0 1.7e-190 2.4e-122 4.2e-94 4.5e-71 1e+02 
563290 1361190 350 5.8e-119  0 0 0 7.5e-183 1.7e-118 1.4e-92 1e-68 1e+02 
563290 1362690 350 1.1e-116  0 0 0 1.1e-175 7.3e-115 4.4e-91 2e-66 1e+02 
563290 1364190 350 1.5e-114  0 0 0 5.2e-169 1.9e-111 1.2e-89 3.2e-64 1e+02 
563290 1365690 350 1.4e-112  0 0 0 8.4e-163 3e-108 2.8e-88 3.9e-62 1e+02 
563290 1367190 350 8.9e-111  0 0 0 4.4e-157 2.8e-105 6.1e-87 3.7e-60 1e+02 
563290 1368690 350 4.1e-109  0 0 0 7.9e-152 1.6e-102 1.2e-85 2.6e-58 1e+02 
563290 1370190 350 1.3e-107  0 0 0 4.6e-147 5.5e-100 2e-84 1.4e-56 1e+02 
563290 1371690 350 3e-106  0 0 2.9e-209 9.1e-143 1.1e-97 3.1e-83 5.1e-55 1e+02 
563290 1373190 350 4.8e-105  0 0 3.4e-203 6e-139 1.4e-95 4.1e-82 1.3e-53 1e+02 
563290 1374690 350 5.4e-104  0 0 6.2e-198 1.3e-135 1.1e-93 4.8e-81 2.5e-52 1e+02 
563290 1376190 350 4.2e-103  0 0 1.7e-193 9.4e-133 4.9e-92 4.8e-80 3e-51 1e+02 
563290 1377690 350 2.3e-102  0 0 6.8e-190 2.3e-130 1.4e-90 4e-79 2.5e-50 1e+02 
563290 1379190 350 8.9e-102  0 0 4.1e-187 1.8e-128 2.3e-89 2.9e-78 1.4e-49 1e+02 
563290 1380690 350 2.4e-101  0 0 3.8e-185 4.9e-127 2.3e-88 1.7e-77 5.2e-49 1e+02 
563290 1382190 350 4.6e-101  0 0 5.2e-184 4.4e-126 1.4e-87 8.4e-77 1.3e-48 1e+02 
563290 1383690 350 6.1e-101  0 0 1.1e-183 1.3e-125 5e-87 3.4e-76 2e-48 1e+02 
563290 1385190 350 5.7e-101  0 0 3.4e-184 1.3e-125 1.1e-86 1.1e-75 2.2e-48 1e+02 
563290 1386690 350 3.7e-101  0 0 1.6e-185 4.2e-126 1.4e-86 3.2e-75 1.6e-48 1e+02 
563290 1388190 350 1.7e-101  0 0 1.1e-187 4.7e-127 1.1e-86 7.4e-75 8.2e-49 1e+02 
563290 1389690 350 5.5e-102  0 0 1.2e-190 1.7e-128 5.5e-87 1.5e-74 2.9e-49 1e+02 
563290 1391190 350 1.2e-102  0 0 1.9e-194 2.1e-130 1.6e-87 2.5e-74 7.6e-50 1e+02 
563290 1392690 350 2e-103  0 0 4.5e-199 8.4e-133 2.8e-88 3.6e-74 1.4e-50 1e+02 
563290 1394190 350 2.2e-104  0 0 1.6e-204 1.1e-135 2.9e-89 4.6e-74 2.1e-51 1e+02 
563290 1395690 350 1.7e-105  0 0 8.6e-211 5e-139 1.9e-90 5.1e-74 2.4e-52 1e+02 
563290 1397190 350 9.5e-107  0 0 0 7.5e-143 7.1e-92 5.1e-74 2.2e-53 1e+02 
563290 1398690 350 3.7e-108  0 0 0 3.7e-147 1.6e-93 4.5e-74 1.7e-54 1e+02 
563290 1400190 350 1e-109  0 0 0 6.1e-152 2.3e-95 3.6e-74 1.1e-55 1e+02 
563290 1401690 350 1.9e-111  0 0 0 3.3e-157 1.9e-97 2.5e-74 7e-57 1e+02 
563290 1403190 350 2.7e-113  0 0 0 5.9e-163 9.4e-100 1.6e-74 4.2e-58 1e+02 
563290 1404690 350 2.6e-115  0 0 0 3.5e-169 2.8e-102 8.7e-75 2.6e-59 1e+02 
563290 1406190 350 1.8e-117  0 0 0 6.8e-176 5e-105 4.2e-75 1.8e-60 1e+02 
563290 1407690 350 8.8e-120  0 0 0 4.3e-183 5.2e-108 1.8e-75 1.3e-61 1e+02 
563290 1409190 350 3.1e-122  0 0 0 8.7e-191 3.2e-111 6.4e-76 1.2e-62 1e+02 
563290 1410690 350 8.2e-125  0 0 0 0 1.1e-114 1.9e-76 1.2e-63 1e+02 
563290 1412190 350 1.6e-127  0 0 0 0 2.3e-118 4.9e-77 1.4e-64 1e+02 
563290 1413690 350 2.4e-130  0 0 0 0 2.6e-122 1e-77 1.9e-65 1e+02 
563290 1415190 350 2.8e-133  0 0 0 0 1.6e-126 1.6e-78 2.9e-66 1e+02 
563290 1416690 350 2.7e-136  0 0 0 0 5e-131 2e-79 5.4e-67 1e+02 
563290 1418190 350 2.1e-139  0 0 0 0 8.1e-136 1.8e-80 1.3e-67 1e+02 
563290 1419690 350 1.4e-142  0 0 0 0 6.6e-141 1.2e-81 7.3e-68 1e+02 
563290 1421190 350 8.2e-146  0 0 0 0 2.6e-146 5.7e-83 1.3e-67 1e+02 
563290 1422690 350 4.1e-149  0 0 0 0 5.1e-152 1.9e-84 3.8e-67 1e+02 
563290 1424190 350 1.8e-152  0 0 0 0 4.7e-158 4.5e-86 1.2e-66 1e+02 
563290 1425690 350 7.1e-156  0 0 0 0 2.1e-164 7.4e-88 3.4e-66 1e+02 
563290 1427190 350 2.5e-159  0 0 0 0 0 8.4e-90 8.6e-66 1e+02 
563290 1428690 350 7.6e-163  0 0 0 0 0 6.6e-92 1.9e-65 1e+02 
563290 1430190 350 2.1e-166  0 0 0 0 0 3.6e-94 3.6e-65 1e+02 
563290 1431690 350 5.2e-170  0 0 0 0 0 1.3e-96 5.8e-65 1e+02 
564790 1332690 350 5.1e-194  0 0 0 0 0 0 8.7e-102 1e+02 
564790 1334190 350 2.1e-189  0 0 0 0 0 0 2.3e-101 1e+02 
564790 1335690 350 7.1e-185  0 0 0 0 0 4.2e-131 5.3e-101 1e+02 
564790 1337190 350 2.1e-180  0 0 0 0 0 2.9e-128 1.1e-100 1e+02 
564790 1338690 350 4.9e-176  0 0 0 0 0 1.5e-125 2.1e-100 1e+02 
564790 1340190 350 9.7e-172  0 0 0 0 0 6e-123 3.8e-100 1e+02 
564790 1341690 350 1.6e-167  0 0 0 0 0 1.8e-120 6.4e-100 1e+02 
564790 1343190 350 2e-163  0 0 0 0 0 4e-118 1.4e-99 1e+02 
564790 1344690 350 2e-159  0 0 0 0 0 7.3e-116 4.6e-98 1e+02 
564790 1346190 350 1.5e-155  0 0 0 0 0 1.1e-113 5.9e-96 1e+02 
564790 1347690 350 8.2e-152  0 0 0 0 1.2e-167 1.3e-111 9e-94 1e+02 
564790 1349190 350 3.4e-148  0 0 0 0 5.5e-162 1.3e-109 1.6e-91 1e+02 
564790 1350690 350 1e-144  0 0 0 0 1.4e-156 1.2e-107 3.1e-89 1e+02 
564790 1352190 350 2.2e-141  0 0 0 0 2.2e-151 8.6e-106 6.7e-87 1e+02 
564790 1353690 350 3.3e-138  0 0 0 0 2e-146 5.5e-104 1.6e-84 1e+02 
564790 1355190 350 3.6e-135  0 0 0 0 1.1e-141 3.1e-102 4e-82 1e+02 
564790 1356690 350 2.7e-132  0 0 0 0 3.6e-137 1.5e-100 1e-79 1e+02 
564790 1358190 350 1.5e-129  0 0 0 0 7e-133 6.4e-99 2.6e-77 1e+02 
564790 1359690 350 5.7e-127  0 0 0 0 8.3e-129 2.4e-97 5.9e-75 1e+02 
564790 1361190 350 1.5e-124  0 0 0 1.6e-194 5.9e-125 7.9e-96 1.2e-72 1e+02 
564790 1362690 350 2.9e-122  0 0 0 2.3e-187 2.5e-121 2.3e-94 1.9e-70 1e+02 
564790 1364190 350 3.9e-120  0 0 0 1.1e-180 6.6e-118 6e-93 2.6e-68 1e+02 
564790 1365690 350 3.6e-118  0 0 0 1.8e-174 1e-114 1.4e-91 2.8e-66 1e+02 
564790 1367190 350 2.4e-116  0 0 0 9.4e-169 9.6e-112 2.8e-90 2.3e-64 1e+02 
564790 1368690 350 1.1e-114  0 0 0 1.7e-163 5.5e-109 5e-89 1.4e-62 1e+02 
564790 1370190 350 3.5e-113  0 0 0 9.8e-159 1.9e-106 7.9e-88 6.6e-61 1e+02 
564790 1371690 350 8e-112  0 0 0 1.9e-154 3.9e-104 1.1e-86 2.2e-59 1e+02 
564790 1373190 350 1.3e-110  0 0 0 1.3e-150 4.9e-102 1.4e-85 5.3e-58 1e+02 
564790 1374690 350 1.4e-109  0 0 0 2.7e-147 3.7e-100 1.5e-84 8.9e-57 1e+02 
564790 1376190 350 1.1e-108  0 0 4.9e-212 2e-144 1.7e-98 1.4e-83 1e-55 1e+02 
564790 1377690 350 6.1e-108  0 0 2e-208 4.8e-142 4.6e-97 1.1e-82 8.2e-55 1e+02 
564790 1379190 350 2.4e-107  0 0 1.2e-205 3.9e-140 7.7e-96 7.3e-82 4.4e-54 1e+02 
564790 1380690 350 6.4e-107  0 0 1.1e-203 1e-138 7.7e-95 4.2e-81 1.6e-53 1e+02 
564790 1382190 350 1.2e-106  0 0 1.6e-202 9.3e-138 4.6e-94 2e-80 4e-53 1e+02 
564790 1383690 350 1.6e-106  0 0 3.3e-202 2.8e-137 1.7e-93 8.2e-80 6.8e-53 1e+02 
564790 1385190 350 1.5e-106  0 0 1e-202 2.7e-137 3.7e-93 2.8e-79 7.8e-53 1e+02 
564790 1386690 350 9.8e-107  0 0 4.7e-204 9e-138 4.9e-93 8.3e-79 6.3e-53 1e+02 
564790 1388190 350 4.5e-107  0 0 3.3e-206 9.8e-139 3.9e-93 2e-78 3.5e-53 1e+02 
564790 1389690 350 1.5e-107  0 0 3.5e-209 3.6e-140 1.9e-93 4.3e-78 1.4e-53 1e+02 
564790 1391190 350 3.3e-108  0 0 5.5e-213 4.4e-142 5.5e-94 7.9e-78 4.2e-54 1e+02 
564790 1392690 350 5.2e-109  0 0 0 1.8e-144 9.5e-95 1.2e-77 9.2e-55 1e+02 
564790 1394190 350 5.9e-110  0 0 0 2.4e-147 1e-95 1.7e-77 1.6e-55 1e+02 
564790 1395690 350 4.6e-111  0 0 0 1.1e-150 6.4e-97 2.1e-77 2.1e-56 1e+02 
564790 1397190 350 2.5e-112  0 0 0 1.6e-154 2.4e-98 2.2e-77 2.3e-57 1e+02 
564790 1398690 350 9.9e-114  0 0 0 7.8e-159 5.6e-100 2.1e-77 2.2e-58 1e+02 
564790 1400190 350 2.7e-115  0 0 0 1.3e-163 7.8e-102 1.8e-77 1.8e-59 1e+02 
564790 1401690 350 5.2e-117  0 0 0 6.8e-169 6.5e-104 1.3e-77 1.4e-60 1e+02 
564790 1403190 350 7.2e-119  0 0 0 1.2e-174 3.2e-106 8.4e-78 1.1e-61 1e+02 
564790 1404690 350 7e-121  0 0 0 7.2e-181 9.5e-109 4.7e-78 8.5e-63 1e+02 
564790 1406190 350 4.9e-123  0 0 0 1.4e-187 1.7e-111 2.3e-78 7.4e-64 1e+02 
564790 1407690 350 2.5e-125  0 0 0 8.5e-195 1.7e-114 9.8e-79 7.2e-65 1e+02 
564790 1409190 350 9e-128  0 0 0 0 1e-117 3.5e-79 8e-66 1e+02 
564790 1410690 350 2.4e-130  0 0 0 0 3.6e-121 1.1e-79 1e-66 1e+02 
564790 1412190 350 4.9e-133  0 0 0 0 7.1e-125 2.6e-80 1.4e-67 1e+02 
564790 1413690 350 7.6e-136  0 0 0 0 7.7e-129 5.2e-81 2.3e-68 1e+02 
564790 1415190 350 9.4e-139  0 0 0 0 4.4e-133 8e-82 4.4e-69 1e+02 
564790 1416690 350 9.5e-142  0 0 0 0 1.3e-137 9.4e-83 1e-69 1e+02 
564790 1418190 350 7.9e-145  0 0 0 0 2e-142 8.1e-84 4.3e-70 1e+02 
564790 1419690 350 5.7e-148  0 0 0 0 1.5e-147 5.1e-85 6e-70 1e+02 
564790 1421190 350 3.5e-151  0 0 0 0 5.8e-153 2.3e-86 1.8e-69 1e+02 
564790 1422690 350 1.8e-154  0 0 0 0 1.1e-158 7.2e-88 6e-69 1e+02 
564790 1424190 350 8.6e-158  0 0 0 0 1.2e-164 1.6e-89 1.9e-68 1e+02 
564790 1425690 350 3.5e-161  0 0 0 0 0 2.5e-91 5.5e-68 1e+02 
564790 1427190 350 1.3e-164  0 0 0 0 0 2.7e-93 1.4e-67 1e+02 
564790 1428690 350 4e-168  0 0 0 0 0 2.1e-95 3.1e-67 1e+02 
564790 1430190 350 1.2e-171  0 0 0 0 0 1.1e-97 5.7e-67 1e+02 
564790 1431690 350 3e-175  0 0 0 0 0 3.9e-100 9e-67 1e+02 
566290 1332690 350 1.7e-199  0 0 0 0 0 0 1.8e-103 1e+02 
566290 1334190 350 6.5e-195  0 0 0 0 0 0 4.8e-103 1e+02 
566290 1335690 350 2.1e-190  0 0 0 0 0 0 1.2e-102 1e+02 
566290 1337190 350 5.7e-186  0 0 0 0 0 1.1e-131 2.5e-102 1e+02 
566290 1338690 350 1.3e-181  0 0 0 0 0 5.9e-129 5e-102 1e+02 
566290 1340190 350 2.4e-177  0 0 0 0 0 2.4e-126 9.2e-102 1e+02 
566290 1341690 350 3.7e-173  0 0 0 0 0 7.6e-124 1.6e-101 1e+02 
566290 1343190 350 4.5e-169  0 0 0 0 0 1.8e-121 2.7e-101 1e+02 
566290 1344690 350 4.2e-165  0 0 0 0 0 3.5e-119 9.4e-101 1e+02 
566290 1346190 350 3.1e-161  0 0 0 0 0 5.2e-117 5.6e-99 1e+02 
566290 1347690 350 1.7e-157  0 0 0 0 0 6.5e-115 6.9e-97 1e+02 
566290 1349190 350 6.7e-154  0 0 0 0 7.3e-169 6.7e-113 9.6e-95 1e+02 
566290 1350690 350 2e-150  0 0 0 0 2.9e-163 5.9e-111 1.5e-92 1e+02 
566290 1352190 350 4.2e-147  0 0 0 0 4.5e-158 4.4e-109 2.6e-90 1e+02 
566290 1353690 350 6.3e-144  0 0 0 0 4.1e-153 2.8e-107 4.8e-88 1e+02 
566290 1355190 350 6.8e-141  0 0 0 0 2.3e-148 1.6e-105 9.4e-86 1e+02 
566290 1356690 350 5.2e-138  0 0 0 0 7.4e-144 7.7e-104 1.9e-83 1e+02 
566290 1358190 350 2.8e-135  0 0 0 0 1.5e-139 3.3e-102 3.7e-81 1e+02 
566290 1359690 350 1.1e-132  0 0 0 0 1.7e-135 1.2e-100 6.9e-79 1e+02 
566290 1361190 350 2.9e-130  0 0 0 0 1.2e-131 3.9e-99 1.1e-76 1e+02 
566290 1362690 350 5.4e-128  0 0 0 0 5.3e-128 1.1e-97 1.6e-74 1e+02 
566290 1364190 350 7.2e-126  0 0 0 7.8e-193 1.4e-124 2.8e-96 1.9e-72 1e+02 
566290 1365690 350 6.7e-124  0 0 0 1.2e-186 2.1e-121 6.2e-95 1.7e-70 1e+02 
566290 1367190 350 4.4e-122  0 0 0 6.6e-181 2e-118 1.2e-93 1.3e-68 1e+02 
566290 1368690 350 2e-120  0 0 0 1.2e-175 1.1e-115 2.1e-92 6.9e-67 1e+02 
566290 1370190 350 6.5e-119  0 0 0 6.9e-171 3.9e-113 3.2e-91 2.9e-65 1e+02 
566290 1371690 350 1.5e-117  0 0 0 1.4e-166 8.1e-111 4.2e-90 8.7e-64 1e+02 
566290 1373190 350 2.4e-116  0 0 0 8.9e-163 1e-108 4.9e-89 1.9e-62 1e+02 
566290 1374690 350 2.6e-115  0 0 0 1.9e-159 7.7e-107 4.9e-88 3e-61 1e+02 
566290 1376190 350 2.1e-114  0 0 0 1.4e-156 3.5e-105 4.3e-87 3.3e-60 1e+02 
566290 1377690 350 1.1e-113  0 0 0 3.4e-154 9.6e-104 3.3e-86 2.5e-59 1e+02 
